season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2024/25,Jared Spurgeon,MIN,D,7,25,32,8,14,0,0,0,107,0,53,119,0
2024/25,Trevor Zegras,ANA,C,12,20,32,-8,23,0,0,0,98,0,50,27,0
2024/25,Rasmus Andersson,CGY,D,11,20,31,-38,60,0,0,0,163,0,36,196,0
2024/25,Simon Edvinsson,DET,D,7,24,31,12,67,0,0,0,86,0,86,144,0
2024/25,Gustav Forsling,FLA,D,11,20,31,33,16,0,0,0,195,0,83,89,0
2024/25,Alex Iafallo,WPG,C,15,16,31,21,15,0,0,0,109,0,53,61,0
2024/25,Mike Matheson,MTL,D,6,25,31,-6,51,0,0,0,149,0,60,168,0
2024/25,Ryan McDonagh,TBL,D,4,27,31,43,22,0,0,0,78,0,23,152,0
2024/25,Ryan Poehling,PHI,C,12,19,31,-4,16,0,0,0,71,0,26,79,0
2024/25,Nicolas Roy,VEG,C,15,16,31,-4,43,0,0,0,107,0,72,47,0
2024/25,Mackie Samoskevich,FLA,RW,15,16,31,-4,12,0,0,0,129,0,134,32,0
2024/25,Scott Laughton,2TM,C,13,18,31,-18,32,0,0,0,125,0,178,54,0
2024/25,Scott Laughton,PHI,C,11,16,27,-17,21,0,0,0,105,0,129,33,0
2024/25,Scott Laughton,TOR,C,2,2,4,-1,11,0,0,0,20,0,49,21,0
2024/25,Yanni Gourde,2TM,C,7,24,31,-1,52,0,0,0,75,0,109,36,0
2024/25,Yanni Gourde,SEA,C,6,11,17,-5,36,0,0,0,40,0,59,26,0
2024/25,Yanni Gourde,TBL,C,1,13,14,4,16,0,0,0,35,0,50,10,0
2024/25,Connor Brown,EDM,RW,13,17,30,9,10,0,0,0,123,0,19,37,0
2024/25,Vladislav Gavrikov,LAK,D,5,25,30,26,28,0,0,0,112,0,50,140,0
2024/25,Keegan Kolesar,VEG,RW,12,18,30,3,53,0,0,0,88,0,237,49,0
2024/25,Chris Kreider,NYR,LW,22,8,30,-5,24,0,0,0,152,0,79,26,0
2024/25,Kris Letang,PIT,D,9,21,30,-15,52,0,0,0,164,0,120,100,0
2024/25,Corey Perry,EDM,RW,19,11,30,12,61,0,0,0,100,0,36,26,0
2024/25,Rasmus Sandin,WSH,D,4,26,30,13,23,0,0,0,78,0,91,122,0
2024/25,Travis Sanheim,PHI,D,8,22,30,-6,40,0,0,0,139,0,84,170,0
2024/25,Alex Vlasic,CHI,D,4,26,30,-23,12,0,0,0,103,0,59,157,0
2024/25,Brandon Saad,2TM,LW,13,17,30,-8,6,0,0,0,127,0,12,21,0
2024/25,Brandon Saad,STL,LW,7,9,16,-14,6,0,0,0,75,0,7,11,0
2024/25,Brandon Saad,VEG,LW,6,8,14,6,0,0,0,0,52,0,5,10,0
2024/25,Joel Armia,MTL,RW,11,18,29,-2,16,0,0,0,104,0,87,35,0
2024/25,Philip Broberg,STL,D,8,21,29,21,16,0,0,0,97,0,43,103,0
2024/25,Brent Burns,CAR,D,6,23,29,7,28,0,0,0,174,0,11,98,0
2024/25,Ross Colton,COL,C,16,13,29,-1,18,0,0,0,125,0,145,42,0
2024/25,Oliver Ekman-Larsson,TOR,D,4,25,29,14,52,0,0,0,118,0,108,83,0
2024/25,Joel Eriksson Ek,MIN,C,14,15,29,9,22,0,0,0,140,0,82,36,0
2024/25,Brock Faber,MIN,D,10,19,29,-2,23,0,0,0,124,0,36,115,0
2024/25,Marcus Foligno,MIN,LW,14,15,29,7,75,0,0,0,91,0,253,49,0
2024/25,William Karlsson,VEG,C,9,20,29,17,4,0,0,0,119,0,20,37,0
2024/25,Michael Kesselring,UTA,D,7,22,29,4,89,0,0,0,150,0,87,67,0
2024/25,Victor Olofsson,VEG,RW,15,14,29,17,16,0,0,0,109,0,26,19,0
2024/25,Jeff Skinner,EDM,LW,16,13,29,1,26,0,0,0,144,0,45,23,0
2024/25,Danton Heinen,2TM,C,9,20,29,2,31,0,0,0,81,0,81,37,0
2024/25,Danton Heinen,VAN,C,6,12,18,-1,31,0,0,0,44,0,50,25,0
2024/25,Danton Heinen,PIT,C,3,8,11,3,0,0,0,0,37,0,31,12,0
2024/25,Marcus Pettersson,2TM,D,4,25,29,6,45,0,0,0,70,0,80,144,0
2024/25,Marcus Pettersson,PIT,D,3,15,18,-2,25,0,0,0,43,0,57,83,0
2024/25,Marcus Pettersson,VAN,D,1,10,11,8,20,0,0,0,27,0,23,61,0
2024/25,Zach Benson,BUF,LW,10,18,28,-2,60,0,0,0,120,0,35,29,0
2024/25,Alexander Kerfoot,UTA,C,11,17,28,-5,14,0,0,0,100,0,59,67,0
2024/25,Peyton Krebs,BUF,C,10,18,28,1,60,0,0,0,80,0,136,32,0
2024/25,Adam Larsson,SEA,D,7,21,28,22,31,0,0,0,112,0,104,148,0
2024/25,Andrew Mangiapane,WSH,LW,14,14,28,0,24,0,0,0,95,0,74,30,0
2024/25,Dmitry Orlov,CAR,D,6,22,28,16,24,0,0,0,117,0,101,60,0
2024/25,Ondřej Palát,NJD,LW,15,13,28,-5,12,0,0,0,96,0,124,58,0
2024/25,Jordan Spence,LAK,D,4,24,28,23,16,0,0,0,86,0,80,77,0
2024/25,Kevin Stenlund,UTA,C,14,14,28,-6,40,0,0,0,102,0,50,64,0
2024/25,Gustav Nyquist,2TM,RW,11,17,28,-24,16,0,0,0,103,0,44,30,0
2024/25,Gustav Nyquist,NSH,RW,9,12,21,-20,12,0,0,0,71,0,29,22,0
2024/25,Gustav Nyquist,MIN,RW,2,5,7,-4,4,0,0,0,32,0,15,8,0
2024/25,Michael Amadio,OTT,C,11,16,27,12,18,0,0,0,85,0,108,44,0
2024/25,Josh Anderson,MTL,RW,15,12,27,-2,90,0,0,0,109,0,176,39,0
2024/25,Viktor Arvidsson,EDM,LW,15,12,27,-3,24,0,0,0,158,0,32,23,0
2024/25,Nic Dowd,WSH,C,14,13,27,7,56,0,0,0,86,0,128,82,0
2024/25,Adam Henrique,EDM,C,12,15,27,2,16,0,0,0,104,0,58,85,0
2024/25,Jack McBain,UTA,C,13,14,27,8,78,0,0,0,90,0,291,50,0
2024/25,K'Andre Miller,NYR,D,7,20,27,0,22,0,0,0,110,0,107,110,0
2024/25,Tanner Pearson,VEG,LW,12,15,27,4,8,0,0,0,109,0,96,45,0
2024/25,Taylor Raddysh,WSH,RW,7,20,27,-7,18,0,0,0,93,0,59,28,0
2024/25,Jaccob Slavin,CAR,D,6,21,27,16,8,0,0,0,110,0,21,136,0
2024/25,Connor Zary,CGY,C,13,14,27,-7,14,0,0,0,111,0,26,26,0
2024/25,Teddy Blueger,VAN,C,8,18,26,-7,39,0,0,0,94,0,104,43,0
2024/25,Jordan Eberle,SEA,RW,9,17,26,0,14,0,0,0,66,0,13,25,0
2024/25,Dante Fabbro,2TM,D,9,17,26,20,40,0,0,0,89,0,67,143,0
2024/25,Dante Fabbro,NSH,D,0,0,0,-3,0,0,0,0,7,0,1,7,0
2024/25,Dante Fabbro,CBJ,D,9,17,26,23,40,0,0,0,82,0,66,136,0
2024/25,Adam Gaudette,OTT,C,19,7,26,12,12,0,0,0,90,0,68,28,0
2024/25,Ryan Hartman,MIN,RW,11,15,26,-7,75,0,0,0,158,0,73,41,0
2024/25,Esa Lindell,DAL,D,5,21,26,34,14,0,0,0,99,0,50,170,0
2024/25,Frank Nazar,CHI,C,12,14,26,-11,24,0,0,0,91,0,30,35,0
2024/25,Alex Newhook,MTL,C,15,11,26,-21,24,0,0,0,118,0,89,32,0
2024/25,Filip Chytil,2TM,C,13,13,26,-7,18,0,0,0,133,0,19,13,0
2024/25,Filip Chytil,NYR,C,11,9,20,4,14,0,0,0,89,0,12,9,0
2024/25,Filip Chytil,VAN,C,2,4,6,-11,4,0,0,0,44,0,7,4,0
2024/25,Mavrik Bourque,DAL,C,11,14,25,6,8,0,0,0,80,0,46,37,0
2024/25,Ryker Evans,SEA,D,5,20,25,-12,30,0,0,0,59,0,123,106,0
2024/25,Martin Fehérváry,WSH,D,5,20,25,18,25,0,0,0,76,0,139,150,0
2024/25,Miro Heiskanen,DAL,D,5,20,25,7,10,0,0,0,108,0,17,85,0
2024/25,Nils Höglander,VAN,LW,8,17,25,5,30,0,0,0,83,0,76,23,0
2024/25,Brett Kulak,EDM,D,7,18,25,-7,18,0,0,0,135,0,28,118,0
2024/25,Martin Pospisil,CGY,C,4,21,25,3,84,0,0,0,114,0,301,26,0
2024/25,Damon Severson,CBJ,D,6,19,25,5,47,0,0,0,91,0,43,104,0
2024/25,Sam Steel,DAL,C,6,19,25,-6,31,0,0,0,89,0,60,26,0
2024/25,Alex Turcotte,LAK,C,9,16,25,6,20,0,0,0,79,0,46,30,0
2024/25,Anthony Beauvillier,2TM,LW,15,10,25,2,14,0,0,0,149,0,139,36,0
2024/25,Anthony Beauvillier,PIT,LW,13,7,20,-1,14,0,0,0,120,0,108,26,0
2024/25,Anthony Beauvillier,WSH,LW,2,3,5,3,0,0,0,0,29,0,31,10,0
2024/25,Joel Farabee,2TM,LW,11,14,25,-17,34,0,0,0,151,0,94,50,0
2024/25,Joel Farabee,PHI,LW,8,11,19,-12,26,0,0,0,99,0,55,34,0
2024/25,Joel Farabee,CGY,LW,3,3,6,-5,8,0,0,0,52,0,39,16,0
2024/25,Alexandre Carrier,2TM,D,3,22,25,-10,40,0,0,0,82,0,75,169,0
2024/25,Alexandre Carrier,NSH,D,1,6,7,-14,12,0,0,0,23,0,31,49,0
2024/25,Alexandre Carrier,MTL,D,2,16,18,4,28,0,0,0,59,0,44,120,0
2024/25,Drew O'Connor,2TM,F,10,15,25,-16,34,0,0,0,117,0,83,57,0
2024/25,Drew O'Connor,PIT,F,6,10,16,-14,16,0,0,0,82,0,51,40,0
2024/25,Drew O'Connor,VAN,F,4,5,9,-2,18,0,0,0,35,0,32,17,0
2024/25,Michael Anderson,LAK,D,6,18,24,17,28,0,0,0,84,0,119,124,0
2024/25,Jonatan Berggren,DET,RW,12,12,24,-13,14,0,0,0,88,0,41,16,0
2024/25,Samuel Girard,COL,D,3,21,24,7,14,0,0,0,95,0,62,111,0
2024/25,Jiri Kulich,BUF,C,15,9,24,-4,18,0,0,0,134,0,40,36,0
2024/25,Eetu Luostarinen,FLA,C,9,15,24,12,28,0,0,0,87,0,183,60,0
2024/25,Tyler Myers,VAN,D,6,18,24,2,74,0,0,0,87,0,87,125,0
2024/25,Vasily Podkolzin,EDM,RW,8,16,24,1,48,0,0,0,114,0,211,53,0
2024/25,Matt Roy,WSH,D,3,21,24,18,25,0,0,0,84,0,114,113,0
2024/25,Philip Tomasino,2TM,C,11,13,24,-10,8,0,0,0,104,0,63,23,0
2024/25,Philip Tomasino,NSH,C,0,1,1,0,0,0,0,0,17,0,10,3,0
2024/25,Philip Tomasino,PIT,C,11,12,23,-10,8,0,0,0,87,0,53,20,0
2024/25,Cody Ceci,2TM,D,4,20,24,6,24,0,0,0,90,0,76,155,0
2024/25,Cody Ceci,SJS,D,4,11,15,-9,14,0,0,0,60,0,52,100,0
2024/25,Cody Ceci,DAL,D,0,9,9,15,10,0,0,0,30,0,24,55,0
2024/25,Jesper Boqvist,FLA,C,12,11,23,-4,14,0,0,0,87,0,191,27,0
2024/25,Andrew Copp,DET,C,10,13,23,4,8,0,0,0,68,0,9,35,0
2024/25,Kevin Hayes,PIT,RW,13,10,23,-15,8,0,0,0,98,0,52,11,0
2024/25,Joel Kiviranta,COL,F,16,7,23,15,20,0,0,0,84,0,114,38,0
2024/25,Charlie McAvoy,BOS,D,7,16,23,0,46,0,0,0,98,0,89,81,0
2024/25,Jake McCabe,TOR,D,2,21,23,23,40,0,0,0,74,0,118,135,0
2024/25,Ryan Pulock,NYI,D,5,18,23,2,16,0,0,0,97,0,100,155,0
2024/25,Mason Appleton,WPG,C,10,12,22,7,22,0,0,0,107,0,76,29,0
2024/25,Paul Cotter,NJD,C,16,6,22,-14,62,0,0,0,90,0,245,32,0
2024/25,Kirby Dach,MTL,C,10,12,22,-29,40,0,0,0,84,0,100,36,0
2024/25,Niko Mikkola,FLA,D,6,16,22,12,70,0,0,0,116,0,137,88,0
2024/25,Thomas Novak,2TM,C,13,9,22,-7,4,0,0,0,92,0,6,26,0
2024/25,Thomas Novak,NSH,C,13,9,22,-5,4,0,0,0,88,0,6,21,0
2024/25,Thomas Novak,PIT,C,0,0,0,-2,0,0,0,0,4,0,0,5,0
2024/25,Lukas Reichel,CHI,LW,8,14,22,-16,12,0,0,0,72,0,24,29,0
2024/25,Nicholas Robertson,TOR,LW,15,7,22,-1,16,0,0,0,112,0,79,33,0
2024/25,Nikita Zadorov,BOS,D,4,18,22,25,145,0,0,0,105,0,219,107,0
2024/25,Justin Brazeau,2TM,F,11,11,22,-9,18,0,0,0,89,0,123,38,0
2024/25,Justin Brazeau,BOS,F,10,10,20,-6,16,0,0,0,78,0,89,26,0
2024/25,Justin Brazeau,MIN,F,1,1,2,-3,2,0,0,0,11,0,34,12,0
2024/25,Ryan Lindgren,2TM,D,4,18,22,0,40,0,0,0,63,0,80,128,0
2024/25,Ryan Lindgren,NYR,D,2,17,19,1,36,0,0,0,42,0,59,102,0
2024/25,Ryan Lindgren,COL,D,2,1,3,-1,4,0,0,0,21,0,21,26,0
2024/25,Brandon Tanev,2TM,LW,10,12,22,-12,16,0,0,0,99,0,168,105,0
2024/25,Brandon Tanev,SEA,LW,9,8,17,-12,10,0,0,0,85,0,122,91,0
2024/25,Brandon Tanev,WPG,LW,1,4,5,0,6,0,0,0,14,0,46,14,0
2024/25,Brian Dumoulin,2TM,D,3,19,22,-1,14,0,0,0,69,0,74,109,0
2024/25,Brian Dumoulin,ANA,D,2,14,16,2,10,0,0,0,57,0,60,91,0
2024/25,Brian Dumoulin,NJD,D,1,5,6,-3,4,0,0,0,12,0,14,18,0
2024/25,Lars Eller,2TM,C,10,12,22,-5,36,0,0,0,104,0,57,35,0
2024/25,Lars Eller,PIT,C,4,3,7,-4,10,0,0,0,27,0,17,9,0
2024/25,Lars Eller,WSH,C,6,9,15,-1,26,0,0,0,77,0,40,26,0
2024/25,Cody Glass,2TM,C,6,16,22,-5,16,0,0,0,91,0,53,38,0
2024/25,Cody Glass,PIT,C,4,11,15,-9,12,0,0,0,78,0,43,31,0
2024/25,Cody Glass,NJD,C,2,5,7,4,4,0,0,0,13,0,10,7,0
2024/25,Erik Černák,TBL,D,3,18,21,29,50,0,0,0,64,0,157,99,0
2024/25,Justin Danforth,CBJ,RW,9,12,21,-6,18,0,0,0,94,0,126,49,0
2024/25,Brandon Duhaime,WSH,RW,9,12,21,3,98,0,0,0,83,0,165,65,0
2024/25,Garnet Hathaway,PHI,RW,10,11,21,5,58,0,0,0,80,0,257,61,0
2024/25,Erik Haula,NJD,LW,11,10,21,-6,39,0,0,0,110,0,101,35,0
2024/25,Nick Jensen,OTT,D,3,18,21,18,6,0,0,0,77,0,55,95,0
2024/25,Jacob Middleton,MIN,D,8,13,21,11,40,0,0,0,97,0,99,157,0
2024/25,Logan O'Connor,COL,RW,10,11,21,-4,26,0,0,0,89,0,68,50,0
2024/25,Adam Pelech,NYI,D,0,21,21,4,32,0,0,0,109,0,73,87,0
2024/25,Michael Rasmussen,DET,C,11,10,21,-12,24,0,0,0,99,0,141,59,0
2024/25,Braden Schneider,NYR,D,6,15,21,9,18,0,0,0,95,0,146,145,0
2024/25,Tyler Seguin,DAL,C,9,12,21,15,4,0,0,0,46,0,5,6,0
2024/25,Colton Sissons,NSH,C,7,14,21,-12,22,0,0,0,80,0,100,67,0
2024/25,Trevor van Riemsdyk,WSH,D,1,20,21,20,34,0,0,0,80,0,10,151,0
2024/25,Kevin Bahl,CGY,D,3,17,20,-6,35,0,0,0,82,0,109,116,0
2024/25,Mathew Barzal,NYI,C,6,14,20,10,4,0,0,0,78,0,24,24,0
2024/25,Jonas Brodin,MIN,D,4,16,20,10,18,0,0,0,71,0,27,104,0
2024/25,Sam Carrick,NYR,C,6,14,20,5,58,0,0,0,84,0,137,42,0
2024/25,Jamie Drysdale,PHI,D,7,13,20,-32,22,0,0,0,63,0,18,102,0
2024/25,Joel Edmundson,LAK,D,6,14,20,25,22,0,0,0,91,0,100,108,0
2024/25,Gage Goncalves,TBL,C,8,12,20,7,14,0,0,0,61,0,71,20,0
2024/25,Blake Lizotte,PIT,C,11,9,20,-4,26,0,0,0,51,0,60,29,0
2024/25,Brayden McNabb,VEG,D,5,15,20,42,32,0,0,0,97,0,131,167,0
2024/25,Alexander Romanov,NYI,D,4,16,20,5,20,0,0,0,100,0,147,165,0
2024/25,Dylan Samberg,WPG,D,6,14,20,34,26,0,0,0,95,0,56,120,0
2024/25,Nick Seeler,PHI,D,3,17,20,10,36,0,0,0,82,0,125,200,0
2024/25,Oskar Sundqvist,STL,C,6,14,20,-6,32,0,0,0,60,0,78,53,0
2024/25,Olen Zellweger,ANA,D,7,13,20,1,20,0,0,0,130,0,37,72,0
2024/25,Nikolai Kovalenko,2TM,RW,7,13,20,-9,16,0,0,0,45,0,84,24,0
2024/25,Nikolai Kovalenko,COL,RW,4,4,8,-7,10,0,0,0,27,0,34,13,0
2024/25,Nikolai Kovalenko,SJS,RW,3,9,12,-2,6,0,0,0,18,0,50,11,0
2024/25,Nick Bjugstad,UTA,C,8,11,19,-2,16,0,0,0,115,0,104,29,0
2024/25,Jonny Brodzinski,NYR,C,12,7,19,6,4,0,0,0,73,0,27,19,0
2024/25,Michael Carcone,UTA,F,7,12,19,-7,36,0,0,0,75,0,48,11,0
2024/25,Tony DeAngelo,NYI,D,4,15,19,-11,10,0,0,0,76,0,17,42,0
2024/25,Dylan DeMelo,WPG,D,3,16,19,31,38,0,0,0,75,0,137,112,0
2024/25,Josh Doan,UTA,RW,7,12,19,-2,8,0,0,0,88,0,45,14,0
2024/25,Pontus Holmberg,TOR,RW,7,12,19,4,27,0,0,0,68,0,46,53,0
2024/25,Boone Jenner,CBJ,C,7,12,19,3,4,0,0,0,70,0,43,18,0
2024/25,Parker Kelly,COL,F,8,11,19,-1,29,0,0,0,99,0,161,72,0
2024/25,Steven Lorentz,TOR,C,8,11,19,6,9,0,0,0,76,0,199,55,0
2024/25,Pat Maroon,CHI,LW,5,14,19,-13,97,0,0,0,73,0,102,9,0
2024/25,Emil Martinsen Lilleberg,TBL,D,1,18,19,-1,105,0,0,0,46,0,114,61,0
2024/25,Pavel Mintyukov,ANA,D,5,14,19,-4,20,0,0,0,69,0,81,92,0
2024/25,Connor Murphy,CHI,D,2,17,19,-2,52,0,0,0,84,0,117,160,0
2024/25,Nicklaus Perbix,TBL,D,6,13,19,8,20,0,0,0,66,0,50,67,0
2024/25,Rasmus Ristolainen,PHI,D,4,15,19,3,14,0,0,0,100,0,97,94,0
2024/25,Nate Schmidt,FLA,D,5,14,19,4,30,0,0,0,70,0,82,71,0
2024/25,Jakob Pelletier,2TM,LW,7,12,19,7,10,0,0,0,54,0,47,19,0
2024/25,Jakob Pelletier,CGY,LW,4,7,11,10,6,0,0,0,30,0,23,14,0
2024/25,Jakob Pelletier,PHI,LW,3,5,8,-3,4,0,0,0,24,0,24,5,0
2024/25,Uvis Balinskis,FLA,D,4,14,18,-7,27,0,0,0,92,0,83,55,0
2024/25,Mitchell Chaffee,TBL,F,12,6,18,-3,21,0,0,0,68,0,133,21,0
2024/25,Jalen Chatfield,CAR,D,7,11,18,22,54,0,0,0,114,0,64,64,0
2024/25,Lawson Crouse,UTA,LW,12,6,18,-4,39,0,0,0,126,0,193,46,0
2024/25,Kaiden Guhle,MTL,D,6,12,18,6,47,0,0,0,71,0,104,124,0
2024/25,Erik Gustafsson,DET,D,2,16,18,-19,20,0,0,0,67,0,28,44,0
2024/25,Emil Heineman,MTL,LW,10,8,18,-6,20,0,0,0,64,0,173,24,0
2024/25,Mattias Janmark,EDM,C,2,16,18,-6,22,0,0,0,51,0,45,35,0
2024/25,Luke Kunin,2TM,C,11,7,18,-28,55,0,0,0,112,0,187,77,0
2024/25,Luke Kunin,SJS,C,11,7,18,-24,46,0,0,0,95,0,163,64,0
2024/25,Luke Kunin,CBJ,C,0,0,0,-4,9,0,0,0,17,0,24,13,0
2024/25,Olli Määttä,2TM,D,2,16,18,7,16,0,0,0,73,0,25,124,0
2024/25,Olli Määttä,DET,D,0,0,0,0,0,0,0,0,3,0,3,7,0
2024/25,Olli Määttä,UTA,D,2,16,18,7,16,0,0,0,70,0,22,117,0
2024/25,Matias Maccelli,UTA,LW,8,10,18,-13,8,0,0,0,86,0,6,10,0
2024/25,Chris Tanev,TOR,D,3,15,18,31,24,0,0,0,43,0,20,189,0
2024/25,Alexey Toropchenko,STL,RW,4,14,18,-1,25,0,0,0,90,0,223,53,0
2024/25,Craig Smith,2TM,C,9,9,18,-9,34,0,0,0,90,0,56,31,0
2024/25,Craig Smith,CHI,C,9,7,16,-7,28,0,0,0,74,0,30,20,0
2024/25,Craig Smith,DET,C,0,2,2,-2,6,0,0,0,16,0,26,11,0
2024/25,Jack Drury,2TM,C,8,10,18,1,22,0,0,0,93,0,45,50,0
2024/25,Jack Drury,CAR,C,3,6,9,1,12,0,0,0,60,0,17,24,0
2024/25,Jack Drury,COL,C,5,4,9,0,10,0,0,0,33,0,28,26,0
2024/25,Zach Aston-Reese,CBJ,C,6,11,17,-15,27,0,0,0,101,0,179,58,0
2024/25,Colin Blackwell,DAL,C,6,11,17,4,16,0,0,0,63,0,84,23,0
2024/25,Casey Cizikas,NYI,C,7,10,17,-13,51,0,0,0,97,0,202,66,0
2024/25,Ian Cole,UTA,D,1,16,17,-2,77,0,0,0,66,0,106,211,0
2024/25,Drew Doughty,LAK,D,4,13,17,9,20,0,0,0,46,0,26,45,0
2024/25,Mario Ferraro,SJS,D,5,12,17,-25,53,0,0,0,79,0,150,125,0
2024/25,A.J. Greer,FLA,LW,6,11,17,4,130,0,0,0,86,0,222,30,0
2024/25,Cole Koepke,BOS,LW,10,7,17,1,17,0,0,0,85,0,177,26,0
2024/25,Johnathan Kovacevic,NJD,D,1,16,17,10,72,0,0,0,76,0,102,99,0
2024/25,Sean Kuraly,CBJ,C,6,11,17,-4,40,0,0,0,88,0,163,45,0
2024/25,Brett Leason,ANA,RW,5,12,17,-2,22,0,0,0,79,0,64,44,0
2024/25,Timothy Liljegren,2TM,D,6,11,17,-25,38,0,0,0,102,0,64,111,0
2024/25,Timothy Liljegren,TOR,D,0,0,0,0,2,0,0,0,0,0,0,2,0
2024/25,Timothy Liljegren,SJS,D,6,11,17,-25,36,0,0,0,102,0,64,109,0
2024/25,Jamie Oleksiak,SEA,D,4,13,17,-2,34,0,0,0,66,0,74,159,0
2024/25,Andrew Peeke,BOS,D,1,16,17,-10,15,0,0,0,80,0,105,126,0
2024/25,Brett Pesce,NJD,D,3,14,17,-5,29,0,0,0,99,0,24,138,0
2024/25,Fedor Svechkov,NSH,C,8,9,17,-17,14,0,0,0,64,0,32,24,0
2024/25,Tomáš Tatar,NJD,LW,7,10,17,-7,20,0,0,0,66,0,56,19,0
2024/25,Cameron York,PHI,D,4,13,17,-8,26,0,0,0,65,0,60,126,0
2024/25,Joe Veleno,2TM,C,8,9,17,-23,17,0,0,0,75,0,139,44,0
2024/25,Joe Veleno,DET,C,5,5,10,-14,13,0,0,0,50,0,93,32,0
2024/25,Joe Veleno,CHI,C,3,4,7,-9,4,0,0,0,25,0,46,12,0
2024/25,Mark Jankowski,2TM,C,12,5,17,4,33,0,0,0,66,0,27,34,0
2024/25,Mark Jankowski,NSH,C,4,5,9,0,15,0,0,0,45,0,23,20,0
2024/25,Mark Jankowski,CAR,C,8,0,8,4,18,0,0,0,21,0,4,14,0
2024/25,Oskar Back,DAL,C,4,12,16,1,8,0,0,0,44,0,28,35,0
2024/25,Nick Blankenburg,NSH,D,4,12,16,-2,24,0,0,0,84,0,53,74,0
2024/25,Zach Bogosian,MIN,D,4,12,16,-6,43,0,0,0,79,0,81,80,0
2024/25,Connor Clifton,BUF,D,1,15,16,-6,45,0,0,0,63,0,208,116,0
2024/25,Jason Dickinson,CHI,C,7,9,16,-11,38,0,0,0,56,0,102,53,0
2024/25,Brenden Dillon,NJD,D,2,14,16,8,67,0,0,0,48,0,191,108,0
2024/25,Robby Fabbri,ANA,C,8,8,16,-6,20,0,0,0,65,0,58,29,0
2024/25,Radko Gudas,ANA,D,1,15,16,4,86,0,0,0,89,0,261,178,0
2024/25,David Perron,OTT,LW,9,7,16,-7,12,0,0,0,71,0,72,9,0
2024/25,Nathan Walker,STL,C,8,8,16,-5,63,0,0,0,72,0,281,61,0
2024/25,Sean Walker,CAR,D,5,11,16,-7,46,0,0,0,145,0,91,90,0
2024/25,Urho Vaakanainen,2TM,D,2,14,16,8,18,0,0,0,42,0,19,49,0
2024/25,Urho Vaakanainen,ANA,D,0,1,1,0,2,0,0,0,3,0,0,7,0
2024/25,Urho Vaakanainen,NYR,D,2,13,15,8,16,0,0,0,39,0,19,42,0
2024/25,Michael Eyssimont,2TM,C,9,7,16,1,63,0,0,0,142,0,110,23,0
2024/25,Michael Eyssimont,TBL,C,5,5,10,0,44,0,0,0,98,0,82,19,0
2024/25,Michael Eyssimont,SEA,C,4,2,6,1,19,0,0,0,44,0,28,4,0
2024/25,Juuso Pärssinen,3TM,C,6,10,16,-5,19,0,0,0,30,0,86,29,0
2024/25,Juuso Pärssinen,NSH,C,2,3,5,-8,0,0,0,0,11,0,28,9,0
2024/25,Juuso Pärssinen,COL,C,2,4,6,2,8,0,0,0,15,0,41,6,0
2024/25,Juuso Pärssinen,NYR,C,2,3,5,1,11,0,0,0,4,0,17,14,0
2024/25,Morgan Barron,WPG,C,8,7,15,8,16,0,0,0,92,0,122,38,0
2024/25,Yegor Chinakhov,CBJ,RW,7,8,15,-6,4,0,0,0,68,0,47,10,0
2024/25,Nick Cousins,OTT,C,6,9,15,-1,41,0,0,0,68,0,85,26,0
2024/25,Pierre Engvall,NYI,LW,8,7,15,-7,16,0,0,0,93,0,47,12,0
2024/25,Radek Faksa,STL,C,5,10,15,-2,30,0,0,0,68,0,115,50,0
2024/25,Trent Frederic,2TM,C,8,7,15,-16,44,0,0,0,78,0,157,29,0
2024/25,Trent Frederic,BOS,C,8,7,15,-14,44,0,0,0,76,0,155,29,0
2024/25,Trent Frederic,EDM,C,0,0,0,-2,0,0,0,0,2,0,2,0,0
2024/25,Zachary L'Heureux,NSH,LW,5,10,15,-6,63,0,0,0,78,0,198,25,0
2024/25,Isac Lundeström,ANA,C,4,11,15,-12,10,0,0,0,60,0,48,68,0
2024/25,Sam Malinski,COL,D,5,10,15,8,16,0,0,0,115,0,57,107,0
2024/25,Josh Manson,COL,D,1,14,15,-6,28,0,0,0,65,0,105,59,0
2024/25,Colin Miller,WPG,D,4,11,15,10,38,0,0,0,68,0,84,50,0
2024/25,David Savard,MTL,D,1,14,15,-8,36,0,0,0,48,0,56,180,0
2024/25,Ryan Suter,STL,D,2,13,15,7,24,0,0,0,62,0,39,109,0
2024/25,Yakov Trenin,MIN,C,7,8,15,-1,54,0,0,0,85,0,241,32,0
2024/25,Egor Zamula,PHI,D,3,12,15,-14,6,0,0,0,37,0,24,91,0
2024/25,William Borgen,2TM,D,5,10,15,-4,42,0,0,0,81,0,122,117,0
2024/25,William Borgen,SEA,D,1,1,2,-13,9,0,0,0,24,0,48,37,0
2024/25,William Borgen,NYR,D,4,9,13,9,33,0,0,0,57,0,74,80,0
2024/25,Conor Timmins,2TM,D,3,12,15,11,30,0,0,0,69,0,55,90,0
2024/25,Conor Timmins,TOR,D,2,6,8,2,24,0,0,0,51,0,40,77,0
2024/25,Conor Timmins,PIT,D,1,6,7,9,6,0,0,0,18,0,15,13,0
2024/25,Conor Geekie,TBL,C,8,6,14,-4,16,0,0,0,60,0,97,25,0
