Player Name,Season,Goals,Assists,Points,Plus/Minus,Penalty Minutes,Power Play Points,Shorthanded Points,Game-Winning Goals,Shots on Goal,Hits,Blocks,Faceoffs Won
Nicholas Robertson,2023/24,14,13,27,4,4,3,0,1,96,34,24,3
Kiefer Sherwood,2023/24,10,17,27,17,41,0,0,2,110,234,22,15
T.J. Brodie,2023/24,1,25,26,17,40,0,0,0,52,41,159,0
Justin Danforth,2023/24,10,16,26,-10,26,0,0,1,86,109,46,173
Ridly Greig,2023/24,13,13,26,10,66,2,1,1,97,129,41,197
Erik Gudbranson,2023/24,6,20,26,-14,74,0,1,1,91,92,170,0
Esa Lindell,2023/24,5,21,26,17,12,0,1,0,114,74,162,0
Hampus Lindholm,2023/24,3,23,26,18,63,5,0,0,99,49,100,0
Jack McBain,2023/24,8,18,26,8,50,0,0,2,56,204,42,294
Brayden McNabb,2023/24,4,22,26,18,37,1,1,0,86,149,207,0
J.J. Moser,2023/24,5,21,26,-5,35,3,2,0,77,99,112,0
Dmitry Orlov,2023/24,6,20,26,4,36,5,1,1,129,116,60,0
Colton Parayko,2023/24,10,16,26,4,23,1,2,4,154,113,218,0
Justin Schultz,2023/24,7,19,26,-23,22,10,0,2,100,26,68,0
Jimmy Vesey,2023/24,13,13,26,-4,20,0,0,4,116,90,28,9
Miles Wood,2023/24,9,17,26,-5,75,0,1,1,167,107,35,13
Joel Armia,2023/24,17,8,25,4,34,0,2,3,139,49,41,5
William Borgen,2023/24,3,22,25,-5,65,0,0,0,97,195,111,0
Cody Ceci,2023/24,5,20,25,12,14,0,1,0,97,91,106,0
Paul Cotter,2023/24,7,18,25,-11,41,4,0,0,100,233,29,26
Michael Eyssimont,2023/24,11,14,25,7,104,4,0,2,149,135,31,6
Simon Holmström,2023/24,15,10,25,2,14,0,7,3,72,19,46,6
Curtis Lazar,2023/24,7,18,25,10,44,0,1,2,74,179,64,178
Josh Manson,2023/24,8,17,25,11,87,0,2,0,123,211,109,0
John Marino,2023/24,4,21,25,-6,41,0,0,1,57,39,89,0
Jacob Middleton,2023/24,7,18,25,-15,77,0,1,1,85,148,161,0
Logan O'Connor,2023/24,13,12,25,13,34,0,3,4,85,60,38,29
T.J. Oshie,2023/24,12,13,25,-6,44,11,0,4,90,75,56,12
Matt Roy,2023/24,5,20,25,21,42,1,2,1,135,152,197,0
Artem Zub,2023/24,5,20,25,5,32,0,1,0,85,139,122,0
Pavel Dorofeyev,2023/24,13,11,24,8,12,1,0,1,97,18,23,2
Sam Lafferty,2023/24,13,11,24,4,32,0,1,3,78,191,32,150
Bobby McMann,2023/24,15,9,24,13,52,1,0,0,118,117,18,6
Nicklaus Perbix,2023/24,2,22,24,8,10,0,0,1,57,80,114,0
Jeff Petry,2023/24,3,21,24,-7,39,0,1,0,84,150,134,0
Martin Pospisil,2023/24,8,16,24,14,109,0,0,1,117,238,22,23
Mike Reilly,2023/24,6,18,24,-1,30,5,1,1,126,47,60,0
Mike Reilly,2023/24,0,0,0,-2,2,0,0,0,7,0,3,0
Mike Reilly,2023/24,6,18,24,1,28,5,1,1,119,47,57,0
David Savard,2023/24,6,18,24,-1,24,0,0,0,54,69,163,0
Kevin Shattenkirk,2023/24,6,18,24,-2,18,11,0,0,78,63,85,0
Jordan Spence,2023/24,2,22,24,5,12,6,0,0,80,67,55,0
Sam Steel,2023/24,9,15,24,0,29,0,3,1,86,58,32,94
Evgeny Kuznetsov,2023/24,8,16,24,-11,30,7,0,1,96,28,18,336
Evgeny Kuznetsov,2023/24,6,11,17,-11,24,4,0,1,69,10,12,246
Evgeny Kuznetsov,2023/24,2,5,7,0,6,3,0,0,27,18,6,90
Tomáš Tatar,2023/24,9,15,24,8,20,1,0,2,72,43,24,5
Tomáš Tatar,2023/24,1,8,9,0,10,1,0,0,19,16,10,3
Tomáš Tatar,2023/24,8,7,15,8,10,0,0,2,53,27,14,2
Bobby Brink,2023/24,11,12,23,1,10,5,0,2,81,36,24,4
Casey Cizikas,2023/24,10,13,23,-2,22,1,1,1,82,135,71,345
Evgenii Dadonov,2023/24,12,11,23,-6,8,2,0,3,67,35,19,0
Vladislav Gavrikov,2023/24,6,17,23,9,28,0,1,1,114,55,114,0
Mike Hoffman,2023/24,10,13,23,-21,20,6,0,1,71,28,27,12
Ryan Johansen,2023/24,13,10,23,-6,34,6,1,4,78,60,15,431
Alex Laferriere,2023/24,12,11,23,-14,46,3,0,2,147,113,27,7
Timothy Liljegren,2023/24,3,20,23,3,16,7,1,1,62,92,116,0
Sonny Milano,2023/24,15,8,23,4,10,4,0,2,50,20,16,0
Max Pacioretty,2023/24,4,19,23,-14,25,11,0,0,95,76,22,5
Rasmus Sandin,2023/24,3,20,23,-13,24,5,0,1,79,75,106,0
Cole Smith,2023/24,9,14,23,5,63,0,3,4,112,235,32,5
Filip Zadina,2023/24,13,10,23,-44,18,4,0,3,137,55,28,15
Jalen Chatfield,2023/24,8,14,22,15,24,0,0,2,90,58,66,0
Nic Dowd,2023/24,12,10,22,-2,47,0,0,2,61,118,72,493
Marcus Foligno,2023/24,10,12,22,10,59,0,1,3,56,179,40,7
Kaiden Guhle,2023/24,6,16,22,-8,56,0,0,1,95,116,178,0
Kasperi Kapanen,2023/24,6,16,22,-5,14,0,2,1,99,64,27,13
Hendrix Lapierre,2023/24,8,14,22,-1,4,2,0,1,51,26,31,105
Brett Leason,2023/24,11,11,22,-7,14,0,2,0,91,80,65,17
Michael McCarron,2023/24,12,10,22,4,100,0,0,3,94,142,55,357
Kyle Okposo,2023/24,12,10,22,1,34,4,1,0,114,75,35,131
Kyle Okposo,2023/24,12,10,22,1,32,4,1,0,106,61,34,129
Kyle Okposo,2023/24,0,0,0,0,2,0,0,0,8,14,1,2
Alexander Romanov,2023/24,7,15,22,23,20,0,0,0,117,157,171,0
Jacob Trouba,2023/24,3,19,22,-4,73,1,1,0,129,191,183,0
Corey Perry,2023/24,12,10,22,-6,46,4,0,2,82,43,17,0
Corey Perry,2023/24,4,5,9,-5,12,2,0,1,26,15,8,0
Corey Perry,2023/24,8,5,13,-1,34,2,0,1,56,28,9,0
William Cuylle,2023/24,13,8,21,-3,56,2,0,2,119,249,26,2
Mario Ferraro,2023/24,3,18,21,-38,36,0,0,0,124,124,195,0
Calle Järnkrok,2023/24,10,11,21,16,18,1,2,3,92,55,13,65
Michael Kesselring,2023/24,5,16,21,11,66,0,0,2,76,106,59,0
Beck Malenstyn,2023/24,6,15,21,-1,25,0,1,1,98,241,93,23
Oskar Sundqvist,2023/24,6,15,21,-6,32,5,3,0,68,82,49,247
Alexey Toropchenko,2023/24,14,7,21,-3,30,0,2,1,114,165,55,0
Jake Walman,2023/24,12,9,21,-2,44,4,1,3,108,42,151,0
Blake Wheeler,2023/24,9,12,21,2,23,1,0,1,83,31,31,38
Egor Zamula,2023/24,5,16,21,3,32,9,1,1,61,37,79,0
Josh Anderson,2023/24,9,11,20,-18,74,2,0,0,141,169,40,15
Erik Brännström,2023/24,3,17,20,5,36,0,1,0,77,46,111,0
Alexandre Carrier,2023/24,4,16,20,7,44,1,1,2,77,60,137,0
Ben Chiarot,2023/24,5,15,20,-4,56,0,0,1,107,163,167,0
Brenden Dillon,2023/24,8,12,20,20,92,0,0,2,79,241,111,0
Henri Jokiharju,2023/24,3,17,20,14,24,0,1,1,84,92,106,0
Tye Kartye,2023/24,11,9,20,-1,37,0,0,1,109,229,27,41
Dmitry Kulikov,2023/24,1,19,20,15,63,0,2,0,74,145,84,0
Valtteri Puustinen,2023/24,5,15,20,4,6,2,0,0,86,40,33,1
Craig Smith,2023/24,11,9,20,2,33,0,0,2,112,51,30,1
Philip Tomasino,2023/24,7,13,20,-6,25,4,0,2,62,13,18,3
Nikita Zadorov,2023/24,6,14,20,0,125,0,1,1,90,177,68,0
Nikita Zadorov,2023/24,1,5,6,-6,23,0,0,0,29,53,19,0
Nikita Zadorov,2023/24,5,9,14,6,102,0,1,1,61,124,49,0
Jonny Brodzinski,2023/24,6,13,19,-3,8,2,0,2,89,34,24,162
Cal Clutterbuck,2023/24,7,12,19,4,32,0,0,0,59,273,55,13
Andrew Cogliano,2023/24,6,13,19,11,16,0,4,0,61,33,40,54
Radek Faksa,2023/24,7,12,19,0,20,0,4,2,71,97,42,283
Jesper Fast,2023/24,6,13,19,0,16,0,0,0,79,79,23,7
Christian Fischer,2023/24,5,14,19,0,36,0,1,0,86,138,32,88
Brett Howden,2023/24,8,11,19,-11,39,0,2,0,76,86,51,165
Kaapo Kakko,2023/24,13,6,19,6,24,1,0,2,91,26,18,13
David Kämpf,2023/24,8,11,19,-4,18,0,0,1,79,84,29,469
Nils Lundkvist,2023/24,2,17,19,13,16,2,0,0,73,44,38,0
Michael McLeod,2023/24,10,9,19,6,10,0,0,2,73,101,22,424
Simon Nemec,2023/24,3,16,19,-7,33,2,0,1,73,22,105,0
Ryan Pulock,2023/24,5,14,19,3,12,6,0,1,90,99,149,0
Jack Quinn,2023/24,9,10,19,-1,8,3,0,2,56,31,12,3
Jan Rutta,2023/24,5,14,19,-21,38,0,2,1,69,69,110,0
Braden Schneider,2023/24,5,14,19,-1,16,0,1,1,95,167,133,0
Mikhail Sergachev,2023/24,2,17,19,-16,16,7,0,0,53,36,69,0
Jakob Silfverberg,2023/24,7,12,19,4,24,4,2,1,102,16,36,17
Connor Dewar,2023/24,11,8,19,-8,28,0,1,0,77,123,38,192
Connor Dewar,2023/24,10,4,14,-6,20,0,1,0,57,94,27,181
Connor Dewar,2023/24,1,4,5,-2,8,0,0,0,20,29,11,11
Chris Tanev,2023/24,2,17,19,22,24,0,0,0,56,45,207,0
Chris Tanev,2023/24,1,13,14,16,14,0,0,0,43,25,171,0
Chris Tanev,2023/24,1,4,5,6,10,0,0,0,13,20,36,0
Michael Anderson,2023/24,2,16,18,22,18,0,1,0,89,128,129,0
Morgan Barron,2023/24,11,7,18,10,23,1,0,3,94,122,45,62
Noah Cates,2023/24,6,12,18,-8,0,0,2,1,78,52,35,147
Connor Clifton,2023/24,4,14,18,12,88,0,0,1,77,204,117,0
Aaron Ekblad,2023/24,4,14,18,27,50,4,0,1,98,85,59,0
Samuel Girard,2023/24,3,15,18,0,10,1,0,0,73,76,99,0
Radko Gudas,2023/24,6,12,18,14,128,0,1,0,88,232,154,0
Parker Kelly,2023/24,8,10,18,-8,30,0,3,0,86,171,67,11
Keegan Kolesar,2023/24,8,10,18,-8,49,0,2,2,73,277,41,6
Luke Kunin,2023/24,11,7,18,-30,83,5,0,1,98,165,60,219
Sean Kuraly,2023/24,9,9,18,-5,40,0,1,0,92,156,34,272
Adam Larsson,2023/24,4,14,18,6,55,0,1,1,130,162,151,0
Olli Määttä,2023/24,4,14,18,14,14,0,0,0,48,53,96,0
Dylan Samberg,2023/24,1,17,18,16,43,1,1,0,77,65,111,0
Joey Anderson,2023/24,5,12,17,5,8,0,0,0,57,48,18,0
Garnet Hathaway,2023/24,7,10,17,-7,132,0,3,1,103,326,73,22
Pontus Holmberg,2023/24,7,10,17,11,18,0,0,1,54,51,42,94
Peyton Krebs,2023/24,4,13,17,2,67,0,0,2,74,108,23,284
Jackson LaCombe,2023/24,2,15,17,-24,24,2,1,1,55,50,129,0
Ryan Lindgren,2023/24,3,14,17,22,36,0,0,1,73,114,103,0
Alec Martinez,2023/24,4,13,17,-2,6,3,0,0,72,29,165,0
Niko Mikkola,2023/24,3,14,17,11,69,0,1,0,93,198,124,0
Scott Perunovich,2023/24,0,17,17,1,12,6,0,0,36,30,53,0
Ryan Suter,2023/24,2,15,17,14,28,0,1,1,102,86,111,0
Juuso Välimäki,2023/24,2,15,17,12,12,4,0,0,69,69,90,0
Yakov Trenin,2023/24,12,5,17,15,40,0,1,3,116,207,36,99
Yakov Trenin,2023/24,10,4,14,12,38,0,1,2,94,170,26,22
Yakov Trenin,2023/24,2,1,3,3,2,0,0,1,22,37,10,77
Calen Addison,2023/24,1,16,17,-38,72,9,0,0,93,48,83,0
Calen Addison,2023/24,0,5,5,-3,6,3,0,0,18,3,4,0
Calen Addison,2023/24,1,11,12,-35,66,6,0,0,75,45,79,0
Anthony Beauvillier,2023/24,5,12,17,-8,8,4,0,0,105,53,35,40
Anthony Beauvillier,2023/24,2,6,8,8,4,2,0,0,37,21,17,6
Anthony Beauvillier,2023/24,2,4,6,-10,2,1,0,0,36,15,9,33
Anthony Beauvillier,2023/24,1,2,3,-6,2,1,0,0,32,17,9,1
Nicolas Aubé-Kubel,2023/24,6,10,16,4,23,0,0,0,58,159,26,6
André Burakovsky,2023/24,7,9,16,-15,14,9,0,1,92,13,14,3
Brian Dumoulin,2023/24,6,10,16,3,20,0,0,1,69,72,79,0
Martin Fehérváry,2023/24,3,13,16,-7,24,0,1,0,61,188,109,0
Dougie Hamilton,2023/24,5,11,16,-8,20,8,0,0,61,18,24,0
Jack Johnson,2023/24,3,13,16,15,38,0,0,0,76,78,89,0
Kent Johnson,2023/24,6,10,16,-2,10,0,0,1,62,10,16,8
Brett Kulak,2023/24,3,13,16,0,30,1,0,1,94,77,88,0
Trevor Lewis,2023/24,8,8,16,7,20,1,2,2,130,90,62,133
Pat Maroon,2023/24,4,12,16,-11,60,1,0,0,56,82,16,12
Pat Maroon,2023/24,4,12,16,-11,60,1,0,0,54,71,16,12
Pat Maroon,2023/24,0,0,0,0,0,0,0,0,2,11,0,0
Adam Pelech,2023/24,1,15,16,-2,27,0,1,1,71,64,111,0
Lukas Reichel,2023/24,5,11,16,-29,12,2,0,0,84,27,25,86
Brandon Tanev,2023/24,7,9,16,2,51,0,2,0,73,148,62,9
Alex Vlasic,2023/24,2,14,16,-4,45,2,0,1,71,56,148,0
Kailer Yamamoto,2023/24,8,8,16,-9,18,6,0,2,61,31,18,38
Emil Bemström,2023/24,8,8,16,-5,12,5,0,1,83,36,34,6
Emil Bemström,2023/24,5,6,11,-5,10,3,0,0,49,24,21,6
Emil Bemström,2023/24,3,2,5,0,2,2,0,1,34,12,13,0
Sam Carrick,2023/24,10,6,16,-11,102,1,2,0,92,167,35,419
Sam Carrick,2023/24,8,3,11,-11,90,1,2,0,77,137,27,320
Sam Carrick,2023/24,2,3,5,0,12,0,0,0,15,30,8,99
Viktor Arvidsson,2023/24,6,9,15,4,14,5,0,1,59,8,18,3
Tyson Barrie,2023/24,1,14,15,-10,16,6,0,0,65,14,47,0
Jeff Carter,2023/24,11,4,15,-7,12,4,2,4,90,83,33,265
Nick Cousins,2023/24,7,8,15,1,64,0,0,3,111,130,33,17
Frédérick Gaudreau,2023/24,5,10,15,-23,12,7,0,1,105,24,47,273
Mark Jankowski,2023/24,7,8,15,11,8,1,1,1,48,8,11,82
Max Jones,2023/24,5,10,15,-6,33,1,0,0,76,127,14,5
Arthur Kaliyev,2023/24,7,8,15,-3,14,4,0,0,101,33,14,0
Kevin Korchinski,2023/24,5,10,15,-39,20,7,0,2,93,26,82,0
Dominik Kubalík,2023/24,11,4,15,-30,19,4,0,2,91,55,20,15
Blake Lizotte,2023/24,7,8,15,11,20,0,3,2,76,64,28,171
Alexander Nylander,2023/24,11,4,15,-1,6,2,0,2,72,12,12,9
Alexander Nylander,2023/24,0,0,0,0,0,0,0,0,10,3,3,3
Alexander Nylander,2023/24,11,4,15,-1,6,2,0,2,62,9,9,6
Jamie Oleksiak,2023/24,2,13,15,-2,37,0,2,0,108,110,177,0
Victor Olofsson,2023/24,7,8,15,-1,4,3,0,1,66,22,10,0
Matthew Poitras,2023/24,5,10,15,4,6,1,0,1,40,17,15,111
Conor Sheary,2023/24,4,11,15,-3,12,0,0,0,50,19,35,4
Brendan Smith,2023/24,5,10,15,-3,61,0,0,0,60,117,101,0
Kevin Stenlund,2023/24,11,4,15,-10,62,0,2,3,81,83,55,429
Trevor Zegras,2023/24,6,9,15,-1,30,1,0,1,73,16,15,53
Justin Bailey,2023/24,5,9,14,-15,6,1,0,0,70,76,29,6
Jacob Bernard-Docker,2023/24,4,10,14,-7,25,0,1,0,51,62,156,0
Zach Bogosian,2023/24,3,11,14,11,63,0,1,1,83,109,83,0
Zach Bogosian,2023/24,0,0,0,0,0,0,0,0,6,4,2,0
Zach Bogosian,2023/24,3,11,14,11,63,0,1,1,77,105,81,0
Jesper Boqvist,2023/24,6,8,14,12,8,0,0,1,51,71,15,51
Brandon Carlo,2023/24,4,10,14,23,42,0,0,1,79,140,140,0
Hudson Fasching,2023/24,4,10,14,-7,6,0,0,1,41,40,31,1
Zemgus Girgensons,2023/24,8,6,14,-1,21,0,0,3,73,141,36,94
Ryan Graves,2023/24,3,11,14,10,30,0,0,1,77,72,142,0
Jordan Harris,2023/24,3,11,14,-5,22,0,0,0,43,26,86,0
Tanner Jeannot,2023/24,7,7,14,-10,75,2,0,0,59,211,27,23
Nick Jensen,2023/24,1,13,14,-9,10,0,0,0,71,62,123,0
Jeremy Lauzon,2023/24,6,8,14,-3,98,0,0,0,103,386,111,0
Liam O'Brien,2023/24,5,9,14,0,153,0,0,0,72,229,33,6
Taylor Raddysh,2023/24,5,9,14,-19,22,3,1,0,120,84,28,19
Nate Schmidt,2023/24,2,12,14,10,16,4,0,1,75,66,76,0
Logan Stankoven,2023/24,6,8,14,10,4,2,0,0,51,20,11,11
Urho Vaakanainen,2023/24,1,13,14,0,26,0,1,0,67,55,79,0
Trevor van Riemsdyk,2023/24,0,14,14,-7,18,0,1,0,75,22,103,0
Zach Whitecloud,2023/24,2,12,14,-3,32,0,1,1,51,129,105,0
Klim Kostin,2023/24,8,6,14,-12,53,1,0,0,43,108,16,8
Klim Kostin,2023/24,3,1,4,-2,38,0,0,0,22,60,5,4
Klim Kostin,2023/24,5,5,10,-10,15,1,0,0,21,48,11,4
Alexander Barabanov,2023/24,4,9,13,-24,12,2,0,0,67,27,15,2
Justin Barron,2023/24,7,6,13,-3,16,1,0,1,60,61,59,0
Jake Bean,2023/24,4,9,13,-10,32,0,0,0,76,28,110,0
Erik Černák,2023/24,2,11,13,5,63,0,0,0,53,198,109,0
Dante Fabbro,2023/24,3,10,13,9,24,0,0,0,65,45,88,0
Cody Glass,2023/24,6,7,13,-9,20,1,0,1,82,31,20,100
Johnathan Kovacevic,2023/24,6,7,13,11,42,0,0,0,46,75,83,0
Mason Lohrei,2023/24,4,9,13,-2,18,3,0,1,43,32,63,0
Tanner Pearson,2023/24,5,8,13,-12,21,2,0,1,77,50,35,5
Brett Pesce,2023/24,3,10,13,10,20,0,0,1,107,25,113,0
Nick Seeler,2023/24,1,12,13,9,78,0,4,0,100,132,205,0
Nico Sturm,2023/24,5,8,13,-25,12,0,1,0,69,75,39,497
Nathan Walker,2023/24,7,6,13,-1,18,0,0,0,43,95,35,20
Boris Katchouk,2023/24,7,6,13,-6,12,0,1,0,70,82,14,17
Boris Katchouk,2023/24,5,4,9,-2,12,0,1,0,52,51,13,15
Boris Katchouk,2023/24,2,2,4,-4,0,0,0,0,18,31,1,2
Brandon Duhaime,2023/24,5,8,13,-5,70,0,1,0,92,208,37,4
Brandon Duhaime,2023/24,4,4,8,-7,66,0,1,0,68,155,29,3
Brandon Duhaime,2023/24,1,4,5,2,4,0,0,0,24,53,8,1
Nathan Bastian,2023/24,5,7,12,-10,32,0,0,1,57,143,27,14
Colin Blackwell,2023/24,8,4,12,-2,10,1,0,2,88,45,22,32
Connor Brown,2023/24,4,8,12,-8,10,0,0,0,108,32,24,17
Ryan Carpenter,2023/24,5,7,12,-16,6,0,0,0,58,47,31,242
Barclay Goodrow,2023/24,4,8,12,-13,78,0,1,1,61,170,86,337
A.J. Greer,2023/24,6,6,12,-7,35,1,0,0,57,100,24,4
Noah Gregor,2023/24,6,6,12,-7,17,1,1,1,110,147,26,14
Carl Grundström,2023/24,8,4,12,-2,12,1,1,1,95,115,16,2
Nicolas Hague,2023/24,2,10,12,-5,43,0,0,1,105,153,111,0
Jani Hakanpää,2023/24,2,10,12,10,33,0,0,1,56,196,123,0
Mattias Janmark,2023/24,4,8,12,0,46,0,0,0,67,55,19,32
Mathieu Olivier,2023/24,5,7,12,-4,70,0,1,1,55,163,36,4
Juuso Pärssinen,2023/24,8,4,12,-6,12,3,0,0,54,62,15,78
Michael Pezzetta,2023/24,3,9,12,4,59,0,0,1,42,242,29,6
Derek Ryan,2023/24,5,7,12,-3,8,0,3,0,52,59,28,228
Chris Tierney,2023/24,4,8,12,3,21,0,0,0,26,20,12,111
Marc-Édouard Vlasic,2023/24,6,6,12,-27,26,0,0,1,72,35,108,0
Mathew Dumba,2023/24,4,8,12,-18,88,0,0,0,86,202,108,0
Mathew Dumba,2023/24,4,6,10,-13,55,0,0,0,61,150,84,0
Mathew Dumba,2023/24,0,2,2,-5,33,0,0,0,25,52,24,0
Kevin Bahl,2023/24,1,10,11,1,82,0,0,1,63,151,103,0
Thomas Bordeleau,2023/24,6,5,11,-18,18,7,0,1,48,12,19,66
Ian Cole,2023/24,2,9,11,10,61,0,0,0,61,83,166,0
Tony DeAngelo,2023/24,3,8,11,-7,24,6,0,0,44,4,18,0
Vincent Desharnais,2023/24,1,10,11,3,54,0,1,0,41,135,122,0
MacKenzie Entwistle,2023/24,5,6,11,-29,47,0,0,1,66,139,32,172
Luke Glendening,2023/24,10,1,11,-2,39,0,1,1,57,121,53,531
Matt Grzelcyk,2023/24,2,9,11,13,37,0,0,0,59,53,76,0
Pierre-Olivier Joseph,2023/24,2,9,11,-3,14,0,0,1,42,47,44,0
Isac Lundeström,2023/24,5,6,11,-1,2,1,1,0,38,51,27,170
Jonathon Merrill,2023/24,4,7,11,0,30,0,0,0,42,37,57,0
Henry Thrun,2023/24,3,8,11,-22,16,4,0,0,48,26,71,0
John Beecher,2023/24,7,3,10,-6,24,0,0,1,38,112,34,273
Adam Boqvist,2023/24,1,9,10,-8,0,4,0,0,45,11,42,0
Josh Brown,2023/24,3,7,10,2,75,0,0,1,44,112,85,0
Calvin de Haan,2023/24,3,7,10,-9,22,0,0,0,56,96,82,0
Phillip Di Giuseppe,2023/24,5,5,10,-1,36,0,0,1,52,93,23,5
Ty Emberson,2023/24,1,9,10,-4,6,1,0,0,31,94,46,0
Andreas Englund,2023/24,1,9,10,-3,81,0,0,0,41,189,87,0
Sam Gagner,2023/24,5,5,10,-2,10,1,0,2,48,17,17,15
Alex Goligoski,2023/24,0,10,10,-8,18,2,0,0,32,27,41,0
Rafaël Harvey-Pinard,2023/24,2,8,10,-2,6,0,1,0,26,47,47,13
Barrett Hayton,2023/24,3,7,10,-13,26,2,0,0,66,17,15,208
Ben Hutton,2023/24,2,8,10,12,17,1,0,0,67,17,54,0
David Jiříček,2023/24,1,9,10,-4,22,0,0,1,38,23,45,0
Mark Kastelic,2023/24,5,5,10,-5,63,0,0,0,60,126,31,190
Jakub Lauko,2023/24,2,8,10,-3,32,0,0,0,43,176,24,7
Sam Malinski,2023/24,3,7,10,3,6,2,0,1,31,14,22,0
Zach Parise,2023/24,5,5,10,-7,8,2,0,1,50,20,25,13
Jayden Struble,2023/24,3,7,10,-3,57,0,0,0,47,121,53,0
Conor Timmins,2023/24,1,9,10,9,18,2,0,0,25,34,28,0
Arber Xhekaj,2023/24,3,7,10,6,81,0,0,0,61,125,49,0
Eric Robinson,2023/24,3,7,10,-3,19,0,0,1,61,94,11,3
Eric Robinson,2023/24,1,0,1,-3,0,0,0,1,9,22,3,0
Eric Robinson,2023/24,2,7,9,0,19,0,0,0,52,72,8,3
Andrew Peeke,2023/24,1,9,10,-1,14,0,1,0,37,88,78,0
Andrew Peeke,2023/24,1,7,8,-2,6,0,1,0,24,44,47,0
Andrew Peeke,2023/24,0,2,2,1,8,0,0,0,13,44,31,0
Gustav Lindström,2023/24,3,7,10,12,24,0,0,0,29,63,63,0
Gustav Lindström,2023/24,3,1,4,0,6,0,0,0,15,9,23,0
Gustav Lindström,2023/24,0,6,6,12,18,0,0,0,14,54,40,0
Jamie Drysdale,2023/24,3,7,10,-20,8,2,1,0,55,26,43,0
Jamie Drysdale,2023/24,1,4,5,-2,4,0,1,0,21,8,16,0
Jamie Drysdale,2023/24,2,3,5,-18,4,2,0,0,34,18,27,0
Sebastian Aho,2023/24,2,7,9,-7,12,2,0,0,48,42,72,0
Andreas Athanasiou,2023/24,2,7,9,-7,7,2,0,0,44,11,21,76
Alex Barré-Boulet,2023/24,6,3,9,-9,10,2,0,0,46,26,8,14
Zachary Bolduc,2023/24,5,4,9,0,6,0,0,0,38,12,12,1
Matthew Coronato,2023/24,3,6,9,-15,4,1,0,0,58,7,7,5
Ty Dellandrea,2023/24,2,7,9,-10,23,0,0,0,53,63,17,93
Josh Doan,2023/24,5,4,9,6,0,0,0,1,23,7,7,5
Christian Dvorak,2023/24,5,4,9,-5,4,1,0,0,35,16,19,197
Ryker Evans,2023/24,1,8,9,-5,20,5,0,0,44,62,38,0
Julien Gauthier,2023/24,5,4,9,-5,8,0,0,1,32,63,17,3
Mark Giordano,2023/24,3,6,9,10,49,0,0,1,59,51,86,0
Dylan Holloway,2023/24,6,3,9,-1,29,1,0,0,56,91,14,27
Zachary Jones,2023/24,2,7,9,1,8,0,0,1,42,22,23,0
Joel Kiviranta,2023/24,3,6,9,-1,12,0,0,0,48,78,31,2
Kaedan Korczak,2023/24,1,8,9,12,8,1,0,0,32,43,31,0
Kevin Labanc,2023/24,2,7,9,-27,16,3,0,0,60,61,17,6
Patrik Laine,2023/24,6,3,9,-10,6,2,0,0,41,5,14,30
Vinni Lettieri,2023/24,5,4,9,-7,24,0,0,1,47,53,27,41
Jacob MacDonald,2023/24,7,2,9,-14,23,4,0,0,49,40,17,1
Kyle MacLean,2023/24,4,5,9,5,11,0,0,0,26,60,6,105
Josh Mahura,2023/24,0,9,9,-2,20,0,1,0,25,40,27,0
Tyler Motte,2023/24,6,3,9,-8,28,0,2,2,83,97,41,78
Fredrik Olofsson,2023/24,3,6,9,-5,8,0,0,1,45,45,29,159
Joshua Roy,2023/24,4,5,9,-2,0,0,0,0,34,12,21,2
Adam Ružička,2023/24,3,6,9,-9,12,4,0,1,35,11,16,86
Adam Ružička,2023/24,3,6,9,-8,6,4,0,1,34,10,15,76
Adam Ružička,2023/24,0,0,0,-1,6,0,0,0,1,1,1,10
Jonas Siegenthaler,2023/24,1,8,9,-7,20,0,0,0,63,87,97,0
Jarred Tinordi,2023/24,0,9,9,-27,64,0,1,0,32,171,94,0
Olen Zellweger,2023/24,2,7,9,-6,4,2,0,0,34,14,38,0
Declan Chisholm,2023/24,3,6,9,-7,18,5,0,0,29,12,38,0
Declan Chisholm,2023/24,0,1,1,1,0,0,0,0,0,0,2,0
Declan Chisholm,2023/24,3,5,8,-8,18,5,0,0,29,12,36,0
Colin Miller,2023/24,4,5,9,8,26,1,0,0,69,91,37,0
Colin Miller,2023/24,4,4,8,10,24,0,0,0,65,79,33,0
Colin Miller,2023/24,0,1,1,-2,2,1,0,0,4,12,4,0
Nikita Okhotyuk,2023/24,1,8,9,-24,48,0,0,1,52,147,80,0
Nikita Okhotyuk,2023/24,1,7,8,-22,44,0,0,1,48,125,72,0
Nikita Okhotyuk,2023/24,0,1,1,-2,4,0,0,0,4,22,8,0
Travis Boyd,2023/24,2,6,8,3,2,0,0,1,12,10,10,23
Brendan Brisson,2023/24,2,6,8,-5,2,2,0,1,20,13,4,4
Jacob Bryson,2023/24,1,7,8,5,8,0,0,0,15,17,40,0
Kyle Burroughs,2023/24,2,6,8,-42,71,1,0,1,79,233,134,0
William Carrier,2023/24,6,2,8,3,16,0,0,0,65,90,16,7
Cole Guttman,2023/24,4,4,8,-17,7,3,0,0,50,11,14,60
Dryden Hunt,2023/24,3,5,8,1,7,0,0,1,33,73,6,2
Oliver Kylington,2023/24,3,5,8,-6,12,0,0,0,42,24,51,0
Matt Martin,2023/24,4,4,8,7,43,0,0,0,48,151,29,7
