Player Name,Season,Goals,Assists,Points,Plus/Minus,Penalty Minutes,Power Play Points,Shorthanded Points,Game-Winning Goals,Shots on Goal,Hits,Blocks,Faceoffs Won
Jujhar Khaira,2023/24,0,0,0,0,0,0,0,0,1,1,1,0
Justin Kirkland,2023/24,0,0,0,0,0,0,0,0,1,5,1,8
Patrik Koch,2023/24,0,0,0,0,10,0,0,0,1,4,1,0
Pyotr Kochetkov,2023/24,0,0,0,0,8,0,0,0,0,1,0,0
Joona Koppanen,2023/24,0,0,0,0,0,0,0,0,4,3,2,2
Jiri Kulich,2023/24,0,0,0,-1,0,0,0,0,1,1,0,0
Yan Kuznetsov,2023/24,0,0,0,-1,0,0,0,0,2,0,1,0
Samuel Laberge,2023/24,0,0,0,0,0,0,0,0,0,3,0,0
Raphael Lavoie,2023/24,0,0,0,-2,2,0,0,0,4,13,1,0
Jake Leschyshyn,2023/24,0,0,0,-1,0,0,0,0,0,0,1,0
Devon Levi,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Kole Lind,2023/24,0,0,0,0,0,0,0,0,0,2,0,0
Oskar Lindblom,2023/24,0,0,0,-1,0,0,0,0,0,1,1,0
Charlie Lindgren,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Connor Mackey,2023/24,0,0,0,1,5,0,0,0,1,1,3,0
Spencer Martin,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Martin,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Martin,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Nikolas Matinpalo,2023/24,0,0,0,1,0,0,0,0,2,4,2,0
Max McCormick,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Hugh McGing,2023/24,0,0,0,-5,0,0,0,0,4,7,3,1
Cole McWard,2023/24,0,0,0,0,0,0,0,0,1,0,0,0
Jayson Megna,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Georgii Merkulov,2023/24,0,0,0,1,0,0,0,0,3,2,4,6
Elvis Merzļikins,2023/24,0,0,0,0,4,0,0,0,0,0,0,0
Victor Mete,2023/24,0,0,0,0,0,0,0,0,0,0,1,0
Fraser Minten,2023/24,0,0,0,0,2,0,0,0,3,4,1,18
Logan Morrison,2023/24,0,0,0,-1,0,0,0,0,6,2,8,14
Scott Morrow,2023/24,0,0,0,-3,0,0,0,0,6,1,2,0
Petr Mrázek,2023/24,0,0,0,0,14,0,0,0,0,0,0,0
Brett Murray,2023/24,0,0,0,-1,2,0,0,0,1,5,0,1
Matt Murray,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Myers,2023/24,0,0,0,-2,2,0,0,0,6,8,6,0
Bradly Nadeau,2023/24,0,0,0,-3,0,0,0,0,3,0,1,0
Riley Nash,2023/24,0,0,0,0,0,0,0,0,1,1,0,2
Alex Nedeljkovic,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Jake Oettinger,2023/24,0,0,0,0,2,0,0,0,0,0,0,0
Oskar Olausson,2023/24,0,0,0,0,0,0,0,0,2,2,2,0
Gustav Olofsson,2023/24,0,0,0,0,0,0,0,0,0,0,3,0
Zack Ostapchuk,2023/24,0,0,0,-1,0,0,0,0,5,13,6,11
Brennan Othmann,2023/24,0,0,0,0,0,0,0,0,6,6,1,0
Jiří Patera,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Ondrej Pavel,2023/24,0,0,0,-1,2,0,0,0,3,1,0,3
Yaniv Perets,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Petersen,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Peterson,2023/24,0,0,0,-3,2,0,0,0,3,6,5,15
Alexander Petrovic,2023/24,0,0,0,-1,0,0,0,0,2,2,0,0
Calvin Pickard,2023/24,0,0,0,0,2,0,0,0,0,0,0,0
Rem Pitlick,2023/24,0,0,0,-7,2,0,0,0,13,9,6,5
Andrew Poturalski,2023/24,0,0,0,-1,0,0,0,0,0,0,0,3
Samuel Poulin,2023/24,0,0,0,-1,2,0,0,0,2,5,3,5
Derrick Pouliot,2023/24,0,0,0,-1,0,0,0,0,5,4,5,0
Ivan Prosvetov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Antti Raanta,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Adam Raška,2023/24,0,0,0,0,0,0,0,0,0,12,1,0
Pavol Regenda,2023/24,0,0,0,-1,2,0,0,0,7,11,5,1
James Reimer,2023/24,0,0,0,0,4,0,0,0,0,0,0,0
Marshall Rifai,2023/24,0,0,0,1,0,0,0,0,1,4,1,0
David Rittich,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Georgi Romanov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Filip Roos,2023/24,0,0,0,-4,0,0,0,0,2,8,2,0
Isak Rosen,2023/24,0,0,0,-3,0,0,0,0,8,0,2,1
Scott Sabourin,2023/24,0,0,0,0,9,0,0,0,3,10,1,0
Mackie Samoskevich,2023/24,0,0,0,-3,0,0,0,0,11,5,3,0
Felix Sandström,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Savoie,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Scanlin,2023/24,0,0,0,0,0,0,0,0,0,1,0,0
Cole Schwindt,2023/24,0,0,0,-1,2,0,0,0,1,5,1,6
Brett Seney,2023/24,0,0,0,0,6,0,0,0,1,9,6,4
Hunter Shepard,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Arturs Silovs,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Skinner,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Joe Snively,2023/24,0,0,0,-1,0,0,0,0,0,1,0,0
Arvid Söderblom,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Victor Söderström,2023/24,0,0,0,-1,0,0,0,0,1,3,6,0
Justin Sourdif,2023/24,0,0,0,0,0,0,0,0,2,5,2,0
Alex Steeves,2023/24,0,0,0,-1,0,0,0,0,1,6,0,0
Marián Studenič,2023/24,0,0,0,-1,2,0,0,0,1,4,0,0
Malcolm Subban,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Szuber,2023/24,0,0,0,-1,2,0,0,0,1,2,1,0
Mads Søgaard,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Daniil Tarasov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Jack Thompson,2023/24,0,0,0,-2,0,0,0,0,4,4,3,0
Jack Thompson,2023/24,0,0,0,0,0,0,0,0,1,2,0,0
Jack Thompson,2023/24,0,0,0,-2,0,0,0,0,3,2,3,0
Matt Tomkins,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Semyon Varlamov,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Matt Villalta,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Vladař,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Walker,2023/24,0,0,0,-3,0,0,0,0,3,2,1,0
Jesper Wallstedt,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Scott Wedgewood,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Colin White,2023/24,0,0,0,-5,4,0,0,0,16,22,12,48
Colin White,2023/24,0,0,0,-2,2,0,0,0,8,11,5,12
Colin White,2023/24,0,0,0,-3,2,0,0,0,8,11,7,36
Ryan Winterton,2023/24,0,0,0,-1,0,0,0,0,10,10,4,0
Dustin Wolf,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Woll,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
League Average,2023/24,0,0,0,0,0,0,0,0,0,0,0,0
Nikita Kucherov,2024/25,37,84,121,22,45,46,0,9,265,23,33,1
Nathan MacKinnon,2024/25,32,84,116,25,41,38,0,5,320,38,58,756
Leon Draisaitl,2024/25,52,54,106,32,34,33,0,11,240,23,27,650
David Pastrňák,2024/25,43,63,106,0,42,23,0,4,319,58,24,3
Mitch Marner,2024/25,27,75,102,18,14,33,2,7,173,49,40,10
Connor McDavid,2024/25,26,74,100,20,37,31,0,3,196,40,18,370
Kyle Connor,2024/25,41,56,97,17,25,28,2,8,267,21,46,1
Jack Eichel,2024/25,28,66,94,32,8,34,2,3,233,22,55,572
Cale Makar,2024/25,30,62,92,28,14,35,3,4,246,51,128,0
Sidney Crosby,2024/25,33,58,91,-20,31,27,0,10,227,67,39,1016
Brandon Hagel,2024/25,35,55,90,33,58,11,7,4,228,59,60,8
Clayton Keller,2024/25,30,60,90,-12,28,37,0,5,218,11,30,10
Artemi Panarin,2024/25,37,52,89,-9,16,26,0,3,237,18,11,0
Nick Suzuki,2024/25,30,59,89,19,8,27,2,9,172,63,70,680
Jesper Bratt,2024/25,21,67,88,5,18,34,4,2,180,96,42,0
Mikko Rantanen,2024/25,32,56,88,13,60,26,0,6,212,48,44,135
Mikko Rantanen,2024/25,25,39,64,12,28,19,0,5,135,28,32,121
Mikko Rantanen,2024/25,2,4,6,-3,10,2,0,1,40,10,3,5
Mikko Rantanen,2024/25,5,13,18,4,22,5,0,0,37,10,9,9
Mark Scheifele,2024/25,39,48,87,12,61,25,0,11,180,73,60,627
William Nylander,2024/25,45,39,84,10,26,30,0,8,253,14,27,76
Martin Nečas,2024/25,27,56,83,5,16,37,0,8,194,62,23,51
Martin Nečas,2024/25,16,39,55,4,10,22,0,5,113,40,16,48
Martin Nečas,2024/25,11,17,28,1,6,15,0,3,81,22,7,3
Matt Duchene,2024/25,30,52,82,13,12,27,0,6,152,29,21,440
Brayden Point,2024/25,42,40,82,17,7,31,0,7,189,26,45,430
Dylan Strome,2024/25,29,53,82,2,34,34,0,3,149,23,54,691
Zach Werenski,2024/25,23,59,82,12,31,25,3,5,298,19,131,0
Sam Reinhart,2024/25,39,42,81,6,27,30,6,4,213,103,62,212
Robert Thomas,2024/25,21,60,81,20,20,19,1,5,145,13,48,733
Jake Guentzel,2024/25,41,39,80,18,24,28,1,5,217,28,52,177
Lucas Raymond,2024/25,27,53,80,-15,18,37,1,5,192,42,34,1
Jason Robertson,2024/25,35,45,80,10,18,19,0,6,211,60,45,7
Tim Stützle,2024/25,24,55,79,0,46,33,0,2,162,130,45,195
Auston Matthews,2024/25,33,45,78,11,20,25,2,2,261,45,89,695
Filip Forsberg,2024/25,31,45,76,-27,44,26,0,3,281,151,52,4
Quinn Hughes,2024/25,16,60,76,2,29,29,0,3,192,13,67,0
Travis Konecny,2024/25,24,52,76,-17,53,17,3,3,188,94,42,39
Sebastian Aho,2024/25,29,45,74,7,46,23,7,9,207,59,30,663
Kirill Marchenko,2024/25,31,43,74,29,20,19,0,2,207,55,38,13
John Tavares,2024/25,38,36,74,10,46,20,0,8,200,92,45,762
Matt Boldy,2024/25,27,46,73,1,51,21,0,10,271,52,69,58
Adrian Kempe,2024/25,35,38,73,22,36,18,1,5,237,100,36,11
Alex Ovechkin,2024/25,44,29,73,15,14,22,0,7,237,110,13,0
Tage Thompson,2024/25,44,28,72,-2,35,16,0,6,242,70,31,301
Aleksander Barkov,2024/25,20,51,71,1,16,28,4,4,149,87,54,580
Wyatt Johnston,2024/25,33,38,71,2,14,25,3,4,202,45,47,465
Cole Caufield,2024/25,37,33,70,9,14,17,0,8,239,66,31,6
Alex DeBrincat,2024/25,39,31,70,-13,29,29,0,4,244,33,38,26
Jack Hughes,2024/25,27,43,70,12,18,27,2,7,229,7,29,251
Jordan Kyrou,2024/25,36,34,70,23,20,17,0,4,239,50,36,5
Dylan Larkin,2024/25,30,40,70,-16,40,27,0,3,234,44,33,871
Rickard Rakell,2024/25,35,35,70,-22,14,19,0,1,203,116,77,19
J.T. Miller,2024/25,22,48,70,-6,55,22,4,2,137,168,50,628
J.T. Miller,2024/25,9,26,35,-4,37,14,0,2,82,92,28,409
J.T. Miller,2024/25,13,22,35,-2,18,8,4,0,55,76,22,219
Nico Hischier,2024/25,35,34,69,9,20,29,2,3,187,44,60,987
Drake Batherson,2024/25,26,42,68,-9,30,31,0,3,192,149,30,12
Rasmus Dahlin,2024/25,17,51,68,11,54,21,1,1,200,101,98,0
JJ Peterka,2024/25,27,41,68,-1,34,18,0,3,173,30,16,2
Connor Bedard,2024/25,23,44,67,-36,70,29,0,5,195,47,37,251
Evan Bouchard,2024/25,14,53,67,14,32,26,0,2,235,31,108,0
Roope Hintz,2024/25,28,39,67,18,30,20,2,7,160,53,46,458
Seth Jarvis,2024/25,32,35,67,12,16,19,7,2,204,93,51,52
Nazem Kadri,2024/25,35,32,67,-17,72,22,0,5,279,55,30,677
Anže Kopitar,2024/25,21,46,67,14,4,22,1,7,98,31,67,879
Mark Stone,2024/25,19,48,67,22,14,25,1,4,131,32,42,5
Alex Tuch,2024/25,36,31,67,16,47,11,9,4,196,73,113,77
Pierre-Luc Dubois,2024/25,20,46,66,27,76,14,0,4,142,65,62,577
Victor Hedman,2024/25,15,51,66,18,30,26,0,1,181,39,133,0
Lane Hutson,2024/25,6,60,66,-2,34,26,0,0,91,40,123,0
Aliaksei Protas,2024/25,30,36,66,40,18,1,5,6,142,20,33,6
Mikael Granlund,2024/25,22,44,66,0,28,19,1,4,169,57,60,359
Mikael Granlund,2024/25,15,30,45,-8,20,15,1,1,126,37,37,326
Mikael Granlund,2024/25,7,14,21,8,8,4,0,3,43,20,23,33
Logan Cooley,2024/25,25,40,65,1,46,20,0,2,158,63,32,340
Bryan Rust,2024/25,31,34,65,-21,18,18,0,5,190,62,54,9
Tom Wilson,2024/25,33,32,65,20,100,17,5,6,169,233,71,5
Macklin Celebrini,2024/25,25,38,63,-31,28,22,0,4,236,37,53,507
Nikolaj Ehlers,2024/25,24,39,63,14,17,22,0,5,174,38,33,5
Dylan Holloway,2024/25,26,37,63,21,10,13,0,8,178,165,50,61
Matvei Michkov,2024/25,26,37,63,-18,46,17,0,3,200,29,23,19
Nick Schmaltz,2024/25,20,43,63,-15,14,25,0,3,186,14,45,185
Ryan Donato,2024/25,31,31,62,-15,41,14,0,3,182,104,18,234
Jonathan Huberdeau,2024/25,28,34,62,-13,34,23,4,6,153,50,64,13
Josh Morrissey,2024/25,14,48,62,17,22,22,0,2,172,49,113,0
Mika Zibanejad,2024/25,20,42,62,-22,22,19,6,0,183,44,46,549
Adam Fox,2024/25,10,51,61,9,32,18,3,2,135,40,108,0
Tomáš Hertl,2024/25,32,29,61,-3,20,23,0,3,177,99,56,536
Jared McCann,2024/25,22,39,61,8,18,16,1,3,202,47,50,109
Gabriel Vilardi,2024/25,27,34,61,9,14,25,0,6,130,21,50,75
Kevin Fiala,2024/25,35,25,60,-7,38,25,0,6,244,63,22,15
Dylan Guenther,2024/25,27,33,60,-4,26,29,0,9,204,53,42,10
Marco Rossi,2024/25,24,36,60,3,26,16,0,3,136,62,41,464
Anthony Cirelli,2024/25,27,32,59,30,28,5,7,2,160,25,72,647
Patrick Kane,2024/25,21,38,59,-16,12,29,0,6,175,19,23,5
Vincent Trocheck,2024/25,26,33,59,0,44,12,7,7,202,214,78,910
William Eklund,2024/25,17,41,58,-7,29,16,3,2,151,54,46,11
Matthew Knies,2024/25,29,29,58,7,43,15,1,6,152,182,41,0
Teuvo Teräväinen,2024/25,15,43,58,-23,12,24,2,0,111,27,29,60
Pavel Buchnevich,2024/25,20,37,57,10,23,12,2,3,145,44,32,85
Morgan Geekie,2024/25,33,24,57,3,22,9,0,4,150,110,29,173
Bo Horvat,2024/25,28,29,57,-4,16,7,2,7,243,100,40,767
Kent Johnson,2024/25,24,33,57,2,16,15,3,4,123,3,29,0
Connor McMichael,2024/25,26,31,57,19,49,10,1,5,177,39,36,51
Sean Monahan,2024/25,19,38,57,19,20,14,3,2,128,30,34,616
Jake Sanderson,2024/25,11,46,57,-14,12,30,4,4,195,38,163,0
Shea Theodore,2024/25,7,50,57,18,26,19,0,2,128,6,82,0
Matthew Tkachuk,2024/25,22,35,57,-3,54,23,0,2,156,84,12,1
Kirill Kaprizov,2024/25,25,31,56,19,16,14,0,5,145,16,17,0
Jonathan Marchessault,2024/25,21,35,56,-29,37,23,0,4,206,77,25,17
Brock Nelson,2024/25,26,30,56,8,18,7,3,7,193,35,43,630
Brock Nelson,2024/25,20,23,43,2,14,4,3,6,162,26,36,491
Brock Nelson,2024/25,6,7,13,6,4,3,0,1,31,9,7,139
Troy Terry,2024/25,21,34,55,0,20,11,0,4,188,7,29,12
Brady Tkachuk,2024/25,29,26,55,0,123,23,0,5,296,228,33,178
Quinton Byfield,2024/25,23,31,54,16,46,7,1,4,157,80,33,416
Adam Fantilli,2024/25,31,23,54,4,18,4,2,3,191,113,56,420
Anders Lee,2024/25,29,25,54,3,35,9,0,3,233,121,39,12
Tyler Toffoli,2024/25,30,24,54,-21,14,15,0,1,233,54,32,13
Mats Zuccarello,2024/25,19,35,54,0,22,16,0,6,151,32,48,14
Erik Karlsson,2024/25,11,42,53,-24,20,15,0,1,191,29,94,0
Ryan McLeod,2024/25,20,33,53,13,16,2,6,2,97,17,35,630
Timo Meier,2024/25,26,27,53,7,58,13,0,5,238,141,65,8
Ryan O'Reilly,2024/25,21,32,53,-23,24,17,0,3,151,20,72,746
Mikhail Sergachev,2024/25,15,38,53,-8,32,23,1,3,132,61,140,0
Steven Stamkos,2024/25,27,26,53,-36,48,21,0,6,174,66,46,395
Carter Verhaeghe,2024/25,20,33,53,-14,46,16,0,5,241,95,28,16
Jason Zucker,2024/25,21,32,53,4,57,21,0,4,143,68,22,42
Pavel Dorofeyev,2024/25,35,17,52,2,30,17,0,7,254,28,37,3
Mason McTavish,2024/25,22,30,52,0,38,12,0,2,180,70,31,487
Ivan Barbashev,2024/25,23,28,51,26,10,3,0,3,111,104,33,12
Sam Bennett,2024/25,25,26,51,-15,90,11,0,4,241,145,45,450
John Carlson,2024/25,5,46,51,17,22,14,0,0,167,49,131,0
Juraj Slafkovsky,2024/25,18,33,51,4,45,10,0,1,133,194,62,5
Chandler Stephenson,2024/25,13,38,51,-9,24,18,2,1,72,33,50,760
Brad Marchand,2024/25,23,28,51,-7,64,13,1,5,194,81,34,5
Brad Marchand,2024/25,21,26,47,-8,62,13,1,5,175,66,27,5
Brad Marchand,2024/25,2,2,4,1,2,0,0,0,19,15,7,0
Brock Boeser,2024/25,25,25,50,-25,16,20,0,3,145,76,34,15
Conor Garland,2024/25,19,31,50,-13,52,16,0,4,171,49,58,5
Claude Giroux,2024/25,15,35,50,-8,18,18,1,3,138,64,41,600
Thomas Harley,2024/25,16,34,50,32,16,15,0,3,171,33,110,0
Evgeni Malkin,2024/25,16,34,50,-24,42,16,0,3,125,32,48,290
Cole Perfetti,2024/25,18,32,50,14,20,15,0,2,143,71,45,21
Brayden Schenn,2024/25,18,32,50,3,61,7,0,5,144,194,55,618
Jamie Benn,2024/25,16,33,49,3,70,10,0,4,136,114,45,296
Ryan Nugent-Hopkins,2024/25,20,29,49,4,24,20,2,5,164,26,48,270
Jaden Schwartz,2024/25,26,23,49,-6,24,10,0,6,194,43,42,34
Jake DeBrusk,2024/25,28,20,48,-15,18,19,0,4,171,96,48,11
Kyle Palmieri,2024/25,24,24,48,-17,20,9,1,2,169,54,48,13
Andrei Svechnikov,2024/25,20,28,48,-8,59,18,0,2,180,148,22,1
Jakob Chychrun,2024/25,20,27,47,17,52,15,0,6,179,59,87,0
Matthew Coronato,2024/25,24,23,47,6,25,17,0,4,180,36,37,68
Elias Lindholm,2024/25,17,30,47,-4,14,14,3,3,151,114,79,759
Mason Marchment,2024/25,22,25,47,15,53,10,0,4,134,79,21,12
Dmitri Voronkov,2024/25,23,24,47,17,55,11,0,1,154,71,47,37
MacKenzie Weegar,2024/25,8,39,47,18,33,21,2,0,184,223,192,0
Pavel Zacha,2024/25,14,33,47,-8,21,7,3,5,132,63,26,393
Dylan Cozens,2024/25,16,31,47,-17,68,12,0,2,188,205,45,587
Dylan Cozens,2024/25,11,20,31,-13,62,4,0,1,139,148,37,453
Dylan Cozens,2024/25,5,11,16,-4,6,8,0,1,49,57,8,134
Tyler Bertuzzi,2024/25,23,23,46,-39,51,20,0,1,131,60,28,22
Warren Foegele,2024/25,24,22,46,36,24,2,0,7,199,74,40,24
Barrett Hayton,2024/25,20,26,46,-6,45,15,0,7,155,31,44,552
Jake Neighbours,2024/25,22,24,46,0,56,12,0,3,122,173,56,5
Moritz Seider,2024/25,8,38,46,-5,40,24,0,0,162,212,181,0
Pius Suter,2024/25,25,21,46,2,18,5,2,3,138,59,43,373
Oliver Bjorkstrand,2024/25,21,25,46,2,18,12,0,2,154,74,26,3
Oliver Bjorkstrand,2024/25,16,21,37,-1,14,8,0,1,124,61,15,2
Oliver Bjorkstrand,2024/25,5,4,9,3,4,4,0,1,30,13,11,1
Leo Carlsson,2024/25,20,25,45,6,14,7,2,5,114,24,36,302
Thomas Chabot,2024/25,9,36,45,17,24,8,0,1,179,58,145,0
Sean Couturier,2024/25,15,30,45,1,41,4,0,2,155,54,45,670
William Cuylle,2024/25,20,25,45,12,42,3,3,3,152,301,50,11
Shayne Gostisbehere,2024/25,7,38,45,1,52,27,0,0,122,41,66,0
Simon Holmström,2024/25,20,25,45,5,8,6,4,3,96,27,55,1
Alexis Lafrenière,2024/25,17,28,45,-13,38,4,0,4,153,119,27,13
Artturi Lehkonen,2024/25,27,18,45,36,34,5,1,5,148,33,39,7
Anton Lundell,2024/25,17,28,45,17,36,6,2,1,158,110,54,542
Elias Pettersson,2024/25,15,30,45,-10,14,16,0,1,109,74,77,458
Will Smith,2024/25,18,27,45,-15,18,12,0,1,127,13,16,65
Frank Vatrano,2024/25,21,24,45,-9,80,5,1,1,234,169,69,16
Cutter Gauthier,2024/25,20,24,44,8,20,6,0,3,190,68,51,21
Luke Hughes,2024/25,7,37,44,-9,16,16,0,1,121,19,60,0
Zach Hyman,2024/25,27,17,44,9,32,12,0,7,210,59,24,2
Devon Toews,2024/25,10,34,44,30,26,3,0,4,138,40,103,0
Shane Wright,2024/25,19,25,44,4,18,13,0,2,91,54,62,369
Kaapo Kakko,2024/25,14,30,44,-2,38,8,0,2,117,68,28,50
Kaapo Kakko,2024/25,4,10,14,9,14,2,0,1,45,23,8,32
Kaapo Kakko,2024/25,10,20,30,-11,24,6,0,1,72,45,20,18
Matty Beniers,2024/25,20,23,43,0,14,9,0,2,147,42,77,569
Phillip Danault,2024/25,8,35,43,20,26,1,1,3,122,83,73,635
Tyson Foerster,2024/25,25,18,43,-9,49,8,0,2,142,75,54,0
Jackson LaCombe,2024/25,14,29,43,0,28,9,1,2,134,69,129,0
Owen Tippett,2024/25,20,23,43,-12,16,7,0,2,188,115,63,7
Alex Laferriere,2024/25,19,23,42,22,20,4,0,4,193,124,43,36
Jean-Gabriel Pageau,2024/25,14,28,42,4,23,5,4,1,120,140,57,589
Taylor Hall,2024/25,18,24,42,-14,36,9,0,3,144,43,42,43
Taylor Hall,2024/25,9,15,24,-15,16,3,0,1,82,23,29,32
Taylor Hall,2024/25,9,9,18,1,20,6,0,2,62,20,13,11
Bobby Brink,2024/25,12,29,41,-11,22,4,0,2,105,98,30,17
Brandon Montour,2024/25,18,23,41,-22,70,11,0,4,231,84,100,0
Stefan Noesen,2024/25,22,19,41,-8,54,15,0,5,165,152,26,41
Nick Paul,2024/25,22,19,41,13,30,5,1,3,141,66,31,393
Morgan Rielly,2024/25,7,34,41,-8,21,14,1,2,126,21,131,0
Ryan Strome,2024/25,10,31,41,-3,70,6,0,3,137,52,36,511
Fabian Zetterlund,2024/25,19,22,41,7,14,7,0,0,181,154,81,31
Fabian Zetterlund,2024/25,17,19,36,8,10,6,0,0,141,115,63,30
Fabian Zetterlund,2024/25,2,3,5,-1,4,1,0,0,40,39,18,1
Evgenii Dadonov,2024/25,20,20,40,1,10,7,0,2,123,44,39,0
Matt Grzelcyk,2024/25,1,39,40,-6,16,15,0,0,94,43,101,0
Dougie Hamilton,2024/25,9,31,40,8,30,15,0,3,186,74,85,0
Brett Howden,2024/25,23,17,40,17,46,0,1,4,125,121,56,272
Trevor Moore,2024/25,18,22,40,17,14,3,1,2,153,71,29,1
Owen Power,2024/25,7,33,40,-13,16,6,0,0,139,26,109,0
Kiefer Sherwood,2024/25,19,21,40,-1,35,2,2,6,141,462,30,24
Cam Fowler,2024/25,9,31,40,12,14,8,0,1,88,8,87,0
Cam Fowler,2024/25,0,4,4,-7,6,0,0,0,17,2,29,0
Cam Fowler,2024/25,9,27,36,19,8,8,0,1,71,6,58,0
Casey Mittelstadt,2024/25,15,25,40,-29,24,13,0,3,105,30,33,443
Casey Mittelstadt,2024/25,11,23,34,-12,20,11,0,3,82,24,23,345
Casey Mittelstadt,2024/25,4,2,6,-17,4,2,0,0,23,6,10,98
Jake Walman,2024/25,7,33,40,4,42,8,1,1,164,57,145,0
Jake Walman,2024/25,6,26,32,-1,36,7,0,1,125,48,111,0
Jake Walman,2024/25,1,7,8,5,6,1,1,0,39,9,34,0
Reilly Smith,2024/25,13,27,40,10,24,6,3,4,129,48,41,4
Reilly Smith,2024/25,10,19,29,-1,22,4,2,2,89,42,34,1
Reilly Smith,2024/25,3,8,11,11,2,2,1,2,40,6,7,3
Blake Coleman,2024/25,15,24,39,-2,36,5,3,4,194,176,66,38
Noah Dobson,2024/25,10,29,39,-16,28,12,1,1,196,57,126,0
Vince Dunn,2024/25,11,28,39,-3,33,12,0,3,137,29,79,0
Noah Hanifin,2024/25,10,29,39,8,14,10,0,2,145,43,106,0
Neal Pionk,2024/25,10,29,39,21,44,12,1,2,123,114,101,0
Jack Quinn,2024/25,15,24,39,-18,18,13,0,3,123,39,23,1
Jack Roslovic,2024/25,22,17,39,-10,10,2,0,2,139,14,23,192
Bowen Byram,2024/25,7,31,38,11,46,2,1,2,94,75,116,0
Brendan Gallagher,2024/25,21,17,38,-6,39,7,0,1,148,92,38,0
Roman Josi,2024/25,9,29,38,-26,18,17,0,1,150,42,95,0
Vladislav Namestnikov,2024/25,11,27,38,20,38,11,1,1,94,84,49,365
Michael Bunting,2024/25,19,19,38,-19,68,17,0,1,155,70,19,5
Michael Bunting,2024/25,14,15,29,-18,48,15,0,1,110,59,13,5
Michael Bunting,2024/25,5,4,9,-1,20,2,0,0,45,11,6,0
Logan Stankoven,2024/25,14,24,38,-1,18,8,0,5,194,48,33,87
Logan Stankoven,2024/25,9,20,29,2,6,6,0,4,148,42,24,85
Logan Stankoven,2024/25,5,4,9,-3,12,2,0,1,46,6,9,2
André Burakovsky,2024/25,10,27,37,-3,12,8,0,1,115,33,27,3
Noah Cates,2024/25,16,21,37,3,14,3,0,2,110,87,54,493
Jonathan Drouin,2024/25,11,26,37,4,6,12,0,2,56,14,12,9
Frédérick Gaudreau,2024/25,18,19,37,-2,8,5,0,2,110,47,61,529
Marco Kasper,2024/25,19,18,37,1,34,4,0,3,145,156,48,281
Alex Killorn,2024/25,19,18,37,12,30,3,2,5,134,77,23,8
Nino Niederreiter,2024/25,17,20,37,16,24,11,0,3,150,152,39,20
Shane Pinto,2024/25,21,16,37,10,26,2,5,5,127,73,56,444
Darren Raddysh,2024/25,6,31,37,9,14,9,0,0,108,38,68,0
Morgan Frost,2024/25,14,23,37,-17,22,15,0,2,144,69,60,529
Morgan Frost,2024/25,11,14,25,-11,16,7,0,2,86,35,39,306
Morgan Frost,2024/25,3,9,12,-6,6,8,0,0,58,34,21,223
Andrei Kuzmenko,2024/25,11,26,37,-6,14,13,0,4,83,19,22,1
Andrei Kuzmenko,2024/25,4,11,15,-7,12,6,0,3,39,8,9,1
Andrei Kuzmenko,2024/25,2,3,5,-5,0,2,0,0,13,3,2,0
Andrei Kuzmenko,2024/25,5,12,17,6,2,5,0,1,31,8,11,0
Zachary Bolduc,2024/25,19,17,36,20,37,12,0,0,120,108,36,5
Jake Evans,2024/25,13,23,36,1,10,0,6,5,80,124,60,593
